wavelength xatm
8730.0 0.9577999711036682
8755.0 0.957099974155426
8780.0 0.9567000269889832
8805.0 0.95660001039505
8830.0 0.957099974155426
8855.0 0.9581999778747559
8880.0 0.9599999785423279
8905.0 0.9591000080108643
8930.0 0.9314000010490417
8955.0 0.892300009727478
8980.0 0.864799976348877
9005.0 0.8633000254631042
9030.0 0.8787000179290771
9055.0 0.8960999846458435
9080.0 0.9020000100135803
9105.0 0.8980000019073486
9130.0 0.8931000232696533
9155.0 0.8962000012397766
9180.0 0.9138000011444092
9205.0 0.9351999759674072
9230.0 0.9406999945640564
9255.0 0.9103000164031982
9280.0 0.8345000147819519
9305.0 0.7440999746322632
9330.0 0.6751999855041504
9355.0 0.652400016784668
9380.0 0.6794000267982483
9405.0 0.7178000211715698
9430.0 0.7184000015258789
9455.0 0.6897000074386597
9480.0 0.7002999782562256
9505.0 0.7214000225067139
9530.0 0.7146999835968018
9555.0 0.7250999808311462
9580.0 0.7594000101089478
9605.0 0.7922999858856201
9630.0 0.8302000164985657
9655.0 0.8766000270843506
9680.0 0.9150000214576721
9705.0 0.9253000020980835
9730.0 0.9059000015258789
9755.0 0.8946999907493591
9780.0 0.9045000076293945
9805.0 0.9261999726295471
9830.0 0.949999988079071
9855.0 0.9652000069618225
9880.0 0.9656000137329102
9905.0 0.9642000198364258
9930.0 0.9629999995231628
9955.0 0.9617999792098999
9980.0 0.9606999754905701
10005.0 0.9596999883651733
10030.0 0.9588000178337097
10055.0 0.9578999876976013
10080.0 0.9571999907493591
10105.0 0.9564999938011169
10130.0 0.9559000134468079
10155.0 0.955299973487854
10180.0 0.9549000263214111
10205.0 0.9545000195503235
10230.0 0.9541000127792358
10255.0 0.9538999795913696
10280.0 0.9537000060081482
10305.0 0.953499972820282
10330.0 0.9534000158309937
10355.0 0.9534000158309937
10380.0 0.9534000158309937
10405.0 0.953499972820282
10430.0 0.9535999894142151
10455.0 0.9537000060081482
10480.0 0.9538999795913696
10505.0 0.9541000127792358
10530.0 0.9544000029563904
10555.0 0.9546999931335449
10580.0 0.9550999999046326
10605.0 0.9553999900817871
10630.0 0.9557999968528748
10655.0 0.9563000202178955
10680.0 0.9567000269889832
10705.0 0.9571999907493591
10730.0 0.9577000141143799
10755.0 0.9581999778747559
10780.0 0.9587000012397766
10805.0 0.9592999815940857
10830.0 0.9598000049591064
10855.0 0.9603999853134155
10880.0 0.9609000086784363
10905.0 0.9614999890327454
10930.0 0.9621000289916992
10955.0 0.9625999927520752
10980.0 0.9631999731063843
11005.0 0.9638000130653381
11030.0 0.9642999768257141
11055.0 0.9648000001907349
11080.0 0.965399980545044
11105.0 0.9659000039100647
11130.0 0.9664000272750854
11155.0 0.9668999910354614
11180.0 0.9672999978065491
11205.0 0.9677000045776367
11230.0 0.9682000279426575
